Name   Surname   HW1   HW2   HW3   HW4   HW5   Exam
Name664   Surname664   5   0   6   2   6   4
Name665   Surname665   2   4   2   2   4   2
Name666   Surname666   3   0   5   0   0   6
Name667   Surname667   9   2   2   9   4   6
Name668   Surname668   3   9   7   4   5   0
Name669   Surname669   9   7   2   5   3   4
Name670   Surname670   3   9   9   3   7   3
Name671   Surname671   8   8   2   7   3   4
Name672   Surname672   9   7   9   9   5   9
Name673   Surname673   0   5   1   2   7   5
Name674   Surname674   7   5   1   3   1   5
Name675   Surname675   3   6   3   4   3   2
Name676   Surname676   5   4   3   9   4   9
Name677   Surname677   9   7   6   6   1   7
Name678   Surname678   3   8   0   5   4   7
Name679   Surname679   1   3   8   6   0   6
Name680   Surname680   9   5   8   1   1   1
Name681   Surname681   0   0   7   5   5   9
Name682   Surname682   0   8   4   4   0   7
Name683   Surname683   3   9   3   6   4   3
Name684   Surname684   5   4   0   2   5   4
Name685   Surname685   0   7   3   9   9   7
Name686   Surname686   3   3   8   2   4   6
Name687   Surname687   0   0   2   5   4   2
Name688   Surname688   5   1   9   3   6   5
Name689   Surname689   1   1   1   1   3   9
Name690   Surname690   6   4   6   0   6   6
Name691   Surname691   6   4   4   5   4   7
Name692   Surname692   9   3   3   8   8   4
Name693   Surname693   5   0   5   2   9   1
Name694   Surname694   3   0   3   2   8   0
Name695   Surname695   4   6   3   2   6   9
Name696   Surname696   0   4   2   7   5   9
Name697   Surname697   5   6   3   8   0   0
Name698   Surname698   7   2   5   0   1   7
Name699   Surname699   7   2   4   1   7   7
Name700   Surname700   0   6   1   2   5   3
Name701   Surname701   0   8   6   8   3   4
Name702   Surname702   6   4   1   9   4   1
Name703   Surname703   6   4   0   7   5   3
Name704   Surname704   0   6   2   5   3   9
Name705   Surname705   7   9   0   3   5   5
Name706   Surname706   8   5   6   3   0   6
Name707   Surname707   7   4   6   6   6   9
Name708   Surname708   6   7   1   9   1   6
Name709   Surname709   6   0   1   0   3   2
Name710   Surname710   5   1   1   5   5   2
Name711   Surname711   2   3   2   8   8   7
Name712   Surname712   8   5   9   8   9   5
Name713   Surname713   4   0   4   4   7   3
Name714   Surname714   9   1   5   4   5   9
Name715   Surname715   8   5   1   5   0   0
Name716   Surname716   5   0   0   0   1   4
Name717   Surname717   9   6   4   9   3   9
Name718   Surname718   0   7   6   4   9   8
Name719   Surname719   7   9   1   4   5   0
Name720   Surname720   6   0   3   7   1   5
Name721   Surname721   8   5   5   7   4   5
Name722   Surname722   2   5   6   2   7   5
Name723   Surname723   3   8   6   0   9   6
Name724   Surname724   1   5   5   4   3   5
Name725   Surname725   7   9   4   5   2   0
Name726   Surname726   4   1   4   4   6   9
Name727   Surname727   4   0   6   5   2   1
Name728   Surname728   9   9   0   4   1   2
Name729   Surname729   8   3   5   5   9   9
Name730   Surname730   0   6   2   0   6   3
Name731   Surname731   6   9   3   9   2   8
Name732   Surname732   2   6   5   7   1   2
Name733   Surname733   3   6   2   8   2   8
Name734   Surname734   6   5   4   6   8   0
Name735   Surname735   6   1   9   8   7   9
Name736   Surname736   9   2   4   9   2   4
Name737   Surname737   4   7   0   6   1   0
Name738   Surname738   7   2   5   6   5   8
Name739   Surname739   1   9   1   7   8   0
Name740   Surname740   2   6   8   9   4   3
Name741   Surname741   3   3   3   3   0   5
Name742   Surname742   1   3   1   3   7   0
Name743   Surname743   2   2   8   4   7   4
Name744   Surname744   7   5   4   3   5   5
Name745   Surname745   9   5   5   8   3   6
Name746   Surname746   8   6   2   0   3   7
Name747   Surname747   6   4   3   8   9   9
Name748   Surname748   5   6   7   2   6   0
Name749   Surname749   7   3   0   3   7   9
Name750   Surname750   9   9   6   9   8   8
Name751   Surname751   6   0   5   3   2   7
Name752   Surname752   6   7   0   4   8   6
Name753   Surname753   0   8   8   1   6   9
Name754   Surname754   6   9   3   5   1   8
Name755   Surname755   1   0   1   1   2   7
Name756   Surname756   9   6   3   4   2   7
Name757   Surname757   7   6   8   6   8   8
Name758   Surname758   4   1   5   4   9   1
Name759   Surname759   7   4   3   8   4   2
Name760   Surname760   7   9   6   1   6   5
Name761   Surname761   7   3   6   8   7   0
Name762   Surname762   4   0   6   0   6   6
Name763   Surname763   5   0   1   7   2   3
Name764   Surname764   2   1   1   3   4   2
Name765   Surname765   8   5   8   5   8   9
Name766   Surname766   9   3   7   0   5   4
Name767   Surname767   4   2   1   0   2   2
Name768   Surname768   1   8   6   7   2   8
Name769   Surname769   1   0   1   9   8   2
Name770   Surname770   2   6   6   2   8   8
Name771   Surname771   2   3   8   3   7   9
Name772   Surname772   5   8   0   1   2   4
Name773   Surname773   5   6   1   6   1   9
Name774   Surname774   1   1   1   9   4   6
Name775   Surname775   8   0   5   0   6   2
Name776   Surname776   6   9   6   8   6   9
Name777   Surname777   5   9   2   0   6   8
Name778   Surname778   3   0   1   9   6   8
Name779   Surname779   6   5   7   6   4   3
Name780   Surname780   8   2   2   1   5   3
Name781   Surname781   0   4   0   4   5   4
Name782   Surname782   8   8   9   3   3   8
Name783   Surname783   6   3   3   1   0   3
Name784   Surname784   3   8   6   0   1   0
Name785   Surname785   5   4   5   2   4   6
Name786   Surname786   8   8   5   5   2   9
Name787   Surname787   1   0   8   2   6   9
Name788   Surname788   7   4   0   2   7   7
Name789   Surname789   5   7   5   0   1   1
Name790   Surname790   6   5   2   4   2   8
Name791   Surname791   9   4   3   7   5   0
Name792   Surname792   6   0   8   5   3   9
Name793   Surname793   6   6   1   1   9   4
Name794   Surname794   4   5   7   7   3   2
Name795   Surname795   9   7   8   8   7   2
Name796   Surname796   2   9   5   2   7   5
Name797   Surname797   8   3   1   7   3   8
Name798   Surname798   6   9   4   0   7   3
Name799   Surname799   4   7   6   7   4   2
Name800   Surname800   5   6   7   8   9   9
Name801   Surname801   1   7   7   9   0   3
Name802   Surname802   9   0   7   9   7   8
Name803   Surname803   0   8   3   2   2   7
Name804   Surname804   5   6   0   6   9   3
Name805   Surname805   8   7   2   6   3   7
Name806   Surname806   9   8   6   7   8   0
Name807   Surname807   1   7   9   6   1   2
Name808   Surname808   9   0   1   8   2   8
Name809   Surname809   8   2   9   8   6   6
Name810   Surname810   3   9   3   5   3   8
Name811   Surname811   6   2   0   0   9   0
Name812   Surname812   4   2   6   5   5   5
Name813   Surname813   6   1   2   3   9   7
Name814   Surname814   4   3   1   2   1   7
Name815   Surname815   9   8   4   9   3   5
Name816   Surname816   6   9   0   9   6   4
Name817   Surname817   0   3   1   7   0   1
Name818   Surname818   2   8   2   0   5   2
Name819   Surname819   4   6   6   3   9   6
Name820   Surname820   9   5   0   1   0   0
Name821   Surname821   5   5   8   7   7   9
Name822   Surname822   2   4   7   0   0   9
Name823   Surname823   5   8   9   7   1   6
Name824   Surname824   0   6   4   0   0   2
Name825   Surname825   8   1   3   2   0   0
Name826   Surname826   4   0   0   2   9   2
Name827   Surname827   2   9   5   9   1   6
Name828   Surname828   6   4   7   0   9   7
Name829   Surname829   7   4   3   1   8   3
Name830   Surname830   3   9   1   5   7   5
Name831   Surname831   6   2   7   9   6   3
Name832   Surname832   4   6   3   7   0   5
Name833   Surname833   8   6   5   9   9   4
Name834   Surname834   0   1   1   6   0   9
Name835   Surname835   8   4   0   4   4   0
Name836   Surname836   5   6   2   5   2   8
Name837   Surname837   9   1   0   1   2   5
Name838   Surname838   5   8   2   1   8   2
Name839   Surname839   5   1   8   9   6   5
Name840   Surname840   1   1   5   6   2   8
Name841   Surname841   5   7   6   3   2   8
Name842   Surname842   1   1   4   2   3   3
Name843   Surname843   8   6   5   2   3   2
Name844   Surname844   8   3   9   1   7   9
Name845   Surname845   0   1   2   8   9   8
Name846   Surname846   1   6   7   4   3   4
Name847   Surname847   2   8   4   1   9   2
Name848   Surname848   0   0   2   8   8   9
Name849   Surname849   6   1   5   6   8   0
Name850   Surname850   7   1   3   5   6   8
Name851   Surname851   0   7   5   1   7   6
Name852   Surname852   7   3   3   4   0   7
Name853   Surname853   8   1   1   7   9   8
Name854   Surname854   9   9   8   9   3   9
Name855   Surname855   3   3   6   7   3   9
Name856   Surname856   2   4   1   4   3   6
Name857   Surname857   5   4   8   4   4   3
Name858   Surname858   4   3   0   7   7   4
Name859   Surname859   4   4   3   2   1   2
Name860   Surname860   1   2   5   2   8   9
Name861   Surname861   9   8   3   8   4   4
Name862   Surname862   4   3   7   0   4   7
Name863   Surname863   9   8   1   2   3   7
Name864   Surname864   7   3   6   4   6   2
Name865   Surname865   9   9   2   9   6   6
Name866   Surname866   9   5   0   3   3   2
Name867   Surname867   1   3   7   1   9   2
Name868   Surname868   0   2   6   6   0   0
Name869   Surname869   1   9   3   4   4   1
Name870   Surname870   3   3   9   8   3   0
Name871   Surname871   4   4   1   0   0   9
Name872   Surname872   8   4   3   8   4   7
Name873   Surname873   9   1   9   9   9   0
Name874   Surname874   3   6   5   0   6   5
Name875   Surname875   9   2   0   6   7   4
Name876   Surname876   4   2   3   3   5   2
Name877   Surname877   5   3   9   2   5   0
Name878   Surname878   8   7   5   5   7   3
Name879   Surname879   5   2   4   6   2   8
Name880   Surname880   9   0   6   9   4   3
Name881   Surname881   7   4   5   7   3   2
Name882   Surname882   8   1   1   7   1   4
Name883   Surname883   9   4   2   2   9   1
Name884   Surname884   3   4   2   5   0   1
Name885   Surname885   2   3   8   5   9   6
Name886   Surname886   4   8   6   9   4   6
Name887   Surname887   7   8   1   7   3   8
Name888   Surname888   5   0   9   3   2   0
Name889   Surname889   5   4   2   3   6   7
Name890   Surname890   4   6   3   4   6   0
Name891   Surname891   2   4   0   1   2   6
Name892   Surname892   5   8   7   2   0   4
Name893   Surname893   1   8   4   2   7   8
Name894   Surname894   4   7   5   0   6   5
Name895   Surname895   6   0   4   4   3   6
Name896   Surname896   0   6   7   3   1   4
Name897   Surname897   9   3   4   4   9   3
Name898   Surname898   5   8   7   8   6   7
Name899   Surname899   9   8   1   2   7   5
Name900   Surname900   2   9   9   3   9   6
Name901   Surname901   3   5   0   3   7   6
Name902   Surname902   0   2   4   7   9   3
Name903   Surname903   1   3   9   3   0   0
Name904   Surname904   7   5   0   2   8   3
Name905   Surname905   2   1   5   4   5   5
Name906   Surname906   7   4   3   7   1   6
Name907   Surname907   7   8   3   8   6   1
Name908   Surname908   0   5   8   3   7   7
Name909   Surname909   0   7   2   6   1   1
Name910   Surname910   0   5   7   8   7   8
Name911   Surname911   8   0   1   3   9   5
Name912   Surname912   5   0   6   0   7   6
Name913   Surname913   3   2   3   9   6   6
Name914   Surname914   5   9   0   2   4   8
Name915   Surname915   0   3   7   8   8   1
Name916   Surname916   9   8   1   7   2   5
Name917   Surname917   8   9   5   1   5   9
Name918   Surname918   4   9   3   3   1   4
Name919   Surname919   7   3   6   9   3   1
Name920   Surname920   1   1   3   1   5   9
Name921   Surname921   9   9   8   4   0   8
Name922   Surname922   8   9   6   0   0   7
Name923   Surname923   1   8   9   9   2   5
Name924   Surname924   9   2   4   3   1   1
Name925   Surname925   4   4   4   3   3   4
Name926   Surname926   6   2   5   4   0   7
Name927   Surname927   9   0   0   9   6   9
Name928   Surname928   6   9   9   6   7   0
Name929   Surname929   0   3   6   0   2   5
Name930   Surname930   8   5   3   2   6   4
Name931   Surname931   8   5   8   7   6   9
Name932   Surname932   1   3   4   5   3   0
Name933   Surname933   8   9   5   6   6   5
Name934   Surname934   8   4   8   2   8   0
Name935   Surname935   9   6   6   1   6   9
Name936   Surname936   1   3   2   9   3   4
Name937   Surname937   6   8   2   7   4   6
Name938   Surname938   6   1   4   5   4   6
Name939   Surname939   7   0   5   7   9   9
Name940   Surname940   3   6   7   4   6   3
Name941   Surname941   9   0   9   8   2   7
Name942   Surname942   5   1   3   5   0   4
Name943   Surname943   3   4   3   4   7   6
Name944   Surname944   3   6   0   4   3   5
Name945   Surname945   1   8   2   0   3   4
Name946   Surname946   4   1   4   8   3   6
Name947   Surname947   8   4   0   5   2   8
Name948   Surname948   6   2   1   0   2   0
Name949   Surname949   9   5   4   8   1   4
Name950   Surname950   0   8   8   8   8   5
Name951   Surname951   3   2   7   6   7   8
Name952   Surname952   6   9   4   8   8   5
Name953   Surname953   2   0   3   0   4   3
Name954   Surname954   8   1   1   2   9   8
Name955   Surname955   7   7   6   5   2   8
Name956   Surname956   0   1   1   2   2   6
Name957   Surname957   6   7   5   2   9   0
Name958   Surname958   0   1   1   3   3   2
Name959   Surname959   0   1   8   0   9   2
Name960   Surname960   9   4   8   6   7   6
Name961   Surname961   2   1   4   3   7   5
Name962   Surname962   7   4   0   0   3   5
Name963   Surname963   8   1   5   8   7   4
Name964   Surname964   8   9   8   3   0   1
Name965   Surname965   3   8   7   6   0   6
Name966   Surname966   7   6   1   4   6   9
Name967   Surname967   4   6   7   0   0   6
Name968   Surname968   8   5   3   6   6   8
Name969   Surname969   0   5   9   5   9   5
Name970   Surname970   9   5   8   3   1   8
Name971   Surname971   2   9   6   0   9   0
Name972   Surname972   6   4   1   5   6   5
Name973   Surname973   2   4   8   2   0   6
Name974   Surname974   7   7   5   3   7   7
Name975   Surname975   8   3   8   5   8   6
Name976   Surname976   7   2   0   6   8   3
Name977   Surname977   8   2   7   0   6   2
Name978   Surname978   3   1   0   0   2   1
Name979   Surname979   9   4   8   9   5   3
Name980   Surname980   0   2   3   0   5   8
Name981   Surname981   7   8   3   7   7   1
Name982   Surname982   5   0   8   5   4   7
Name983   Surname983   5   8   7   5   3   5
Name984   Surname984   1   2   8   5   0   6
Name985   Surname985   6   0   9   9   0   5
Name986   Surname986   3   1   8   6   0   7
Name987   Surname987   1   0   7   7   4   9
Name988   Surname988   8   6   8   9   8   7
Name989   Surname989   7   0   7   4   6   8
Name990   Surname990   8   7   0   7   5   9
Name991   Surname991   2   5   3   0   1   4
Name992   Surname992   6   1   8   4   4   1
Name993   Surname993   6   3   6   0   2   4
Name994   Surname994   3   0   0   6   1   9
Name995   Surname995   4   2   7   6   9   7
Name996   Surname996   2   2   3   5   3   6
Name997   Surname997   4   3   3   8   3   2
Name998   Surname998   6   3   8   5   4   9
Name999   Surname999   6   0   6   0   9   2
Name1000   Surname1000   0   1   2   1   9   0
